N5.HOG0000000,Ictalurus_punctatus---rna-XM_053685317.1
N5.HOG0002078,Simochromis_diagramma---rna-XM_040010282.1
N5.HOG0002079,Carassius_auratus---rna-XM_026280252.1
N5.HOG0002080,Oreochromis_niloticus---rna-XM_019355394.1
N5.HOG0002081,Engraulis_encrasicolus---rna-XM_063193914.1
N5.HOG0002082,Tetraodon_nigroviridis---gene-GSTEN_00026412_G_001
N5.HOG0002083,Dallia_pectoralis---mrna.DPEC_T00370580
N5.HOG0002084,Synaphobranchus_kaupii---mrna.SKAU_T00387500
N5.HOG0002085,Dallia_pectoralis---mrna.DPEC_T00221070
N5.HOG0002086,Gadus_morhua---rna-XM_030371713.1
N5.HOG0002087,Micropterus_salmoides---rna-XM_038727523.1
N5.HOG0002088,Pimephales_promelas---rna-XM_039685240.1
N5.HOG0002089,Dallia_pectoralis---mrna.DPEC_T00095320
N5.HOG0002090,Corythoichthys_intestinalis---rna-XM_057843503.1
N5.HOG0002091,Acanthochromis_polyacanthus---rna-XM_051936806.1
N5.HOG0002092,Archocentrus_centrarchus---rna-XM_030729768.1
N5.HOG0002093,Misgurnus_anguillicaudatus---rna-XM_055187525.1
N5.HOG0002094,Neoarius_graeffei---rna-XM_060907034.1
N5.HOG0002095,Neoarius_graeffei---rna-XM_060927591.1
N5.HOG0002096,Triplophysa_dalaica---rna-XM_056761218.1
N5.HOG0002097,Neoarius_graeffei---rna-XM_060937306.1
N5.HOG0002098,Corythoichthys_intestinalis---rna-XM_057860495.1
N5.HOG0002099,Prochilodus_magdalenae---PM_05580
N5.HOG0002100,Hemibagrus_guttatus---male_20816
N5.HOG0002101,Pundamilia_nyererei---rna-XM_013915624.1
N5.HOG0002102,Haplochromis_burtoni---rna-XM_014331732.2
N5.HOG0002103,Neoarius_graeffei---rna-XM_060926701.1
N5.HOG0002104,Scortum_barcoo---S.barcoo_24164
N5.HOG0002105,Onychostoma_macrolepis---rna-XM_058788241.1
N5.HOG0002106,Cyprinodon_tularosa---rna-XM_038286467.1
N5.HOG0002107,Prochilodus_magdalenae---PM_00082
N5.HOG0002108,Simochromis_diagramma---rna-XM_040045193.1
N5.HOG0002109,Gymnodraco_acuticeps---rna-XM_034219944.1
N5.HOG0002110,Oryzias_latipes---rna-XM_023951135.1
N5.HOG0002111,Osmerus_eperlanus---rna-XM_062484781.1
N5.HOG0002112,Silurus_meridionalis---rna-XM_046849820.1
N5.HOG0002113,Labrus_bergylta---rna-XM_020659982.2
N5.HOG0002114,Nothobranchius_furzeri---rna-XM_054735731.1
N5.HOG0002115,Xiphophorus_couchianus---rna-XM_028035375.1
N5.HOG0002116,Paramormyrops_kingsleyae---rna-XM_023830333.1
N5.HOG0002117,Pundamilia_nyererei---rna-XM_013913128.1
N5.HOG0002118,Oreochromis_niloticus---rna-XM_025905480.1
N5.HOG0002119,Brienomyrus_brachyistius---rna-XM_048999460.1
N5.HOG0002120,Brienomyrus_brachyistius---rna-XM_048997329.1
N5.HOG0002121,Carassius_auratus---rna-XM_026244914.1
N5.HOG0002122,Clupea_harengus---rna-XM_031562053.1
N5.HOG0002123,Xiphophorus_couchianus---rna-XM_028037396.1
N5.HOG0002124,Hippocampus_comes---rna-XM_019868409.1
N5.HOG0002125,Electrophorus_voltai---E.voltai_19694
N5.HOG0002126,Seriola_lalandi_dorsalis---rna-XM_023428835.1
N5.HOG0002127,Scortum_barcoo---S.barcoo_18667
N5.HOG0002128,Oryzias_latipes---rna-XM_023954102.1
N5.HOG0002129,Phyllopteryx_taeniolatus---rna-XM_061747516.1
N5.HOG0002130,Pangasius_djambal---PDJAM_T00124950
N5.HOG0002131,Hemibagrus_guttatus---male_00857
N5.HOG0002132,Hemibagrus_guttatus---male_02928
N5.HOG0002133,Scortum_barcoo---S.barcoo_08880
N5.HOG0002134,Xiphophorus_hellerii---rna-XM_032581444.1
N5.HOG0002135,Scortum_barcoo---S.barcoo_05824
N5.HOG0002136,Hemibagrus_guttatus---male_13257
N5.HOG0002137,Hemibagrus_guttatus---male_17239
N5.HOG0002138,Scortum_barcoo---S.barcoo_13392
N5.HOG0002139,Hemibagrus_guttatus---male_16889
N5.HOG0002140,Hemibagrus_guttatus---male_02445
N5.HOG0002141,Silurus_asotus---mrna.C0J50_21028
N5.HOG0002142,Hemibagrus_guttatus---male_00844
N5.HOG0002143,Hemibagrus_guttatus---male_07834
N5.HOG0002144,Hemibagrus_guttatus---male_07084
N5.HOG0002145,Hemibagrus_guttatus---male_34297
N5.HOG0002146,Hemibagrus_guttatus---male_33472
N5.HOG0002147,Hemibagrus_guttatus---male_15911
N5.HOG0002148,Hemibagrus_guttatus---male_02711
N5.HOG0002149,Hemibagrus_guttatus---male_08603
N5.HOG0002150,Hemibagrus_guttatus---male_06570
N5.HOG0002151,Hemibagrus_guttatus---male_06837
N5.HOG0002152,Scortum_barcoo---S.barcoo_17714
N5.HOG0002153,Hemibagrus_guttatus---male_11321
N5.HOG0002154,Hemibagrus_guttatus---male_30875
N5.HOG0002155,Hemibagrus_guttatus---male_21784
N5.HOG0002156,Silurus_asotus---mrna.C0J50_19841
N5.HOG0002157,Silurus_asotus---mrna.C0J50_11506
N5.HOG0002158,Hemibagrus_guttatus---male_13636
N5.HOG0002159,Hemibagrus_guttatus---male_13446
N5.HOG0002160,Hemibagrus_guttatus---male_00252
N5.HOG0002161,Anabarilius_grahami---mrna.DPX16_15875
N5.HOG0002162,Hemibagrus_guttatus---male_31130
N5.HOG0002163,Hemibagrus_guttatus---male_19108
N5.HOG0002164,Hemibagrus_guttatus---male_10846
N5.HOG0002165,Lucifuga_dentata---LDENT00279380_mrna
N5.HOG0002166,Neoarius_graeffei---rna-XM_060915250.1
N5.HOG0002167,Hemibagrus_guttatus---male_01056
N5.HOG0002168,Hemibagrus_guttatus---male_14066
N5.HOG0002169,Hemibagrus_guttatus---male_10153
N5.HOG0002170,Hemibagrus_guttatus---male_00604
N5.HOG0002171,Hemibagrus_guttatus---male_08585
N5.HOG0002172,Hemibagrus_guttatus---male_15113
N5.HOG0002173,Synaphobranchus_kaupii---mrna.SKAU_T00019620
N5.HOG0002174,Hemibagrus_guttatus---male_32031
N5.HOG0002175,Hemibagrus_guttatus---male_03692
N5.HOG0002176,Hemibagrus_guttatus---male_12166
N5.HOG0002177,Hemibagrus_guttatus---male_10897
N5.HOG0002178,Pangasianodon_gigas---PGIGA_T00260740
N5.HOG0002179,Hemibagrus_guttatus---male_00566
N5.HOG0002180,Anabarilius_grahami---mrna.DPX16_7752
N5.HOG0002181,Pangasianodon_gigas---PGIGA_T00150720
N5.HOG0002182,Hemibagrus_guttatus---male_04434
N5.HOG0002183,Hemibagrus_guttatus---male_15339
N5.HOG0002184,Hemibagrus_guttatus---male_06683
N5.HOG0002185,Hemibagrus_guttatus---male_07375
N5.HOG0002186,Hemibagrus_guttatus---male_08990
N5.HOG0002187,Hemibagrus_guttatus---male_08872
N5.HOG0002188,Antennarius_maculatus---g12818.t1
N5.HOG0002189,Hemibagrus_guttatus---male_32582
N5.HOG0002190,Antennarius_maculatus---g17923.t1
N5.HOG0002191,Hemibagrus_guttatus---male_12233
N5.HOG0002192,Hemibagrus_guttatus---male_13022
N5.HOG0002193,Hemibagrus_guttatus---male_11488
N5.HOG0002194,Hemibagrus_guttatus---male_13580
N5.HOG0002195,Silurus_asotus---mrna.C0J50_0905
N5.HOG0002196,Phyllopteryx_taeniolatus---rna-XM_061795861.1
N5.HOG0002197,Hemibagrus_guttatus---male_02838
N5.HOG0002198,Hemibagrus_guttatus---male_18737
N5.HOG0002199,Hemibagrus_guttatus---male_09244
N5.HOG0002200,Carassius_auratus---rna-XM_026257570.1
N5.HOG0002201,Hemibagrus_guttatus---male_10790
N5.HOG0002202,Hemibagrus_guttatus---male_12526
N5.HOG0002203,Silurus_asotus---mrna.C0J50_11355
N5.HOG0002204,Hemibagrus_guttatus---male_09918
N5.HOG0002205,Hemibagrus_guttatus---male_31424
N5.HOG0002206,Hemibagrus_guttatus---male_12643
N5.HOG0002207,Astyanax_mexicanus---rna-XM_049478476.1
N5.HOG0002208,Lucifuga_dentata---LDENT00183270_mrna
N5.HOG0002209,Hemibagrus_guttatus---male_03742
N5.HOG0002210,Scortum_barcoo---S.barcoo_00283
N5.HOG0002211,Scortum_barcoo---S.barcoo_25461
N5.HOG0002212,Scortum_barcoo---S.barcoo_11887
N5.HOG0002213,Hemibagrus_guttatus---male_20880
N5.HOG0002214,Scortum_barcoo---S.barcoo_14517
N5.HOG0002215,Hemibagrus_guttatus---male_17554
N5.HOG0002216,Hemibagrus_guttatus---male_32204
N5.HOG0002217,Scortum_barcoo---S.barcoo_26391
N5.HOG0002218,Scortum_barcoo---S.barcoo_00401
N5.HOG0002219,Nerophis_ophidion---rna-XM_061903433.1
N5.HOG0002220,Hemibagrus_guttatus---male_18897
N5.HOG0002221,Scortum_barcoo---S.barcoo_13815
N5.HOG0002222,Hemibagrus_guttatus---male_01536
N5.HOG0002223,Pogonophryne_albipinna---S600033839-RA
N5.HOG0002224,Hemibagrus_guttatus---male_00772
N5.HOG0002225,Hemibagrus_guttatus---male_33819
N5.HOG0002226,Scortum_barcoo---S.barcoo_22558
N5.HOG0002227,Carassius_gibelio---rna-XM_052543710.1
N5.HOG0002228,Prochilodus_magdalenae---PM_20215
N5.HOG0002229,Synaphobranchus_kaupii---mrna.SKAU_T00077840
N5.HOG0002230,Astyanax_mexicanus---rna-XM_022668326.2
N5.HOG0002231,Trichomycterus_rosablanca---rna-XM_063005090.1
N5.HOG0002232,Trichomycterus_rosablanca---rna-XM_063003361.1
N5.HOG0002233,Electrophorus_voltai---E.voltai_05835
N5.HOG0002234,Hemibagrus_guttatus---male_33517
N5.HOG0002235,Chaenocephalus_aceratus---CAt00034240.1
N5.HOG0002236,Electrona_antarctica---g22723.t1
N5.HOG0002237,Hemibagrus_guttatus---male_01644
N5.HOG0002238,Ammodytes_marinus---g2589.t1
N5.HOG0002239,Dallia_pectoralis---mrna.DPEC_T00256270
N5.HOG0002240,Channa_striata---evm.model.LG16.669
N5.HOG0002241,Hemibagrus_guttatus---male_09593
N5.HOG0002242,Silurus_asotus---mrna.C0J50_19398
N5.HOG0002243,Hemibagrus_guttatus---male_07997
N5.HOG0002244,Hemibagrus_guttatus---male_09170
N5.HOG0002245,Silurus_asotus---mrna.C0J50_21837
N5.HOG0002246,Crenichthys_baileyi---CRENBAI_013556-T1_mrna
N5.HOG0002247,Aldrovandia_affinis---mrna.AAFF_T00231940
N5.HOG0002248,Dallia_pectoralis---mrna.DPEC_T00021370
N5.HOG0002249,Hemibagrus_guttatus---male_04774
N5.HOG0002250,Hemibagrus_guttatus---male_04896
N5.HOG0002251,Hemibagrus_guttatus---male_08116
N5.HOG0002252,Hemibagrus_guttatus---male_18370
N5.HOG0002253,Pangasius_djambal---PDJAM_T00163190
N5.HOG0002254,Hemibagrus_guttatus---male_18957
N5.HOG0002255,Antennarius_maculatus---g3764.t2
N5.HOG0002256,Scortum_barcoo---S.barcoo_02859
N5.HOG0002257,Hemibagrus_guttatus---male_30252
N5.HOG0002258,Crenichthys_baileyi---CRENBAI_019561-T1_mrna
N5.HOG0002259,Silurus_asotus---mrna.C0J50_18442
N5.HOG0002260,Silurus_asotus---mrna.C0J50_15537
N5.HOG0002261,Hemibagrus_guttatus---male_04008
N5.HOG0002262,Pangasius_djambal---PDJAM_T00176620
N5.HOG0002263,Hemibagrus_guttatus---male_05269
N5.HOG0002264,Hemibagrus_guttatus---male_16198
N5.HOG0002265,Hemibagrus_guttatus---male_02482
N5.HOG0002266,Hemibagrus_guttatus---male_13386
N5.HOG0002267,Silurus_asotus---mrna.C0J50_22807
N5.HOG0002268,Hemibagrus_guttatus---male_09478
N5.HOG0002269,Hemibagrus_guttatus---male_21488
N5.HOG0002270,Silurus_asotus---mrna.C0J50_10204
N5.HOG0002271,Hemibagrus_guttatus---male_29735
N5.HOG0002272,Pangasius_djambal---PDJAM_T00258210
N5.HOG0002273,Pangasius_djambal---PDJAM_T00254210
N5.HOG0002274,Hemibagrus_guttatus---male_15335
N5.HOG0002275,Hemibagrus_guttatus---male_10878
N5.HOG0002276,Pangasius_djambal---PDJAM_T00048370
N5.HOG0002277,Hemibagrus_guttatus---male_27994
N5.HOG0002278,Silurus_asotus---mrna.C0J50_10328
N5.HOG0002279,Hemibagrus_guttatus---male_00183
N5.HOG0002280,Hemibagrus_guttatus---male_14647
N5.HOG0002281,Pangasius_djambal---PDJAM_T00047920
N5.HOG0002282,Hemibagrus_guttatus---male_18020
N5.HOG0002283,Silurus_asotus---mrna.C0J50_13281
N5.HOG0002284,Silurus_asotus---mrna.C0J50_13958
N5.HOG0002285,Hemibagrus_guttatus---male_05900
N5.HOG0002286,Onychostoma_macrolepis---rna-XM_058783985.1
N5.HOG0002287,Hemibagrus_guttatus---male_22500
N5.HOG0002288,Hemibagrus_guttatus---male_05367
N5.HOG0002289,Silurus_asotus---mrna.C0J50_11144
N5.HOG0002290,Hemibagrus_guttatus---male_27253
N5.HOG0002291,Hemibagrus_guttatus---male_10825
N5.HOG0002292,Hemibagrus_guttatus---male_01341
N5.HOG0002293,Silurus_asotus---mrna.C0J50_13209
N5.HOG0002294,Silurus_asotus---mrna.C0J50_20158
N5.HOG0002295,Pangasius_djambal---PDJAM_T00093870
N5.HOG0002296,Hemibagrus_guttatus---male_12090
N5.HOG0002297,Hemibagrus_guttatus---male_05962
N5.HOG0002298,Hemibagrus_guttatus---male_12607
N5.HOG0002299,Hemibagrus_guttatus---male_10533
N5.HOG0002300,Silurus_asotus---mrna.C0J50_14448
N5.HOG0002301,Hemibagrus_guttatus---male_07425
N5.HOG0002302,Hemibagrus_guttatus---male_07863
N5.HOG0002303,Pangasius_djambal---PDJAM_T00258540
N5.HOG0002304,Hemibagrus_guttatus---male_11482
N5.HOG0002305,Hemibagrus_guttatus---male_01706
N5.HOG0002306,Pangasius_djambal---PDJAM_T00258380
N5.HOG0002307,Hemibagrus_guttatus---male_06548
N5.HOG0002308,Silurus_asotus---mrna.C0J50_22229
N5.HOG0002309,Hemibagrus_guttatus---male_01204
N5.HOG0002310,Hemibagrus_guttatus---male_30401
N5.HOG0002311,Silurus_asotus---mrna.C0J50_14086
N5.HOG0002312,Hemibagrus_guttatus---male_07677
N5.HOG0002313,Pangasius_djambal---PDJAM_T00257000
N5.HOG0002314,Hemibagrus_guttatus---male_13750
N5.HOG0002315,Hemibagrus_guttatus---male_00591
N5.HOG0002316,Hemibagrus_guttatus---male_11676
N5.HOG0002317,Hemibagrus_guttatus---male_02488
N5.HOG0002318,Silurus_asotus---mrna.C0J50_22178
N5.HOG0002319,Crenichthys_baileyi---CRENBAI_020762-T1_mrna
N5.HOG0002320,Aldrovandia_affinis---mrna.AAFF_T00440690
N5.HOG0002321,Pangasianodon_hypophthalmus---rna-XM_053229303.1
N5.HOG0002322,Prochilodus_magdalenae---PM_03902
N5.HOG0002323,Danionella_translucida---DT35635-RA
N5.HOG0002324,Danionella_translucida---DT21766-RC
N5.HOG0002325,Silurus_meridionalis---rna-XM_046838309.1
N5.HOG0002326,Cirrhinus_molitorella---evm.model.Chr07.1297
N5.HOG0002327,Oncorhynchus_nerka---rna-XM_029679343.1
N5.HOG0002328,Aplochiton_taeniatus---g17950.t1
N5.HOG0002329,Nibea_albiflora---Mianyu0011946
N5.HOG0002330,Prochilodus_magdalenae---PM_22319
N5.HOG0002331,Oncorhynchus_tshawytscha---rna-XM_042316550.1
N5.HOG0002332,Prochilodus_magdalenae---PM_29211
N5.HOG0002333,Alosa_sapidissima---rna-XM_042103513.1
N5.HOG0002334,Tachysurus_vachellii---rna-XM_060883615.1
N5.HOG0002335,Clupea_harengus---rna-XM_031572810.1
N5.HOG0002336,Anguilla_anguilla---rna-XM_035423015.1
N5.HOG0002337,Prochilodus_magdalenae---PM_06807
N5.HOG0002338,Brienomyrus_brachyistius---rna-XM_048985845.1
N5.HOG0002339,Osmerus_eperlanus---rna-XM_062452806.1
N5.HOG0002340,Tetraodon_nigroviridis---gene-GSTEN_00015819_G_001
N5.HOG0002341,Channa_striata---evm.model.LG05.19
N5.HOG0002342,Oreochromis_aureus---rna-XM_031740494.2
N5.HOG0002343,Menidia_menidia---rna-MMEN_LOCUS21020
N5.HOG0002344,Coryphaenoides_rupestris---CRUPGENE086144-RA
N5.HOG0002345,Engraulis_encrasicolus---rna-XM_063201274.1
N5.HOG0002346,Gadus_macrocephalus---rna-XM_060068637.1
N5.HOG0002347,Bagarius_yarrelli---mrna.Baya_11672
N5.HOG0002348,Cirrhinus_molitorella---evm.model.Chr04.183
N5.HOG0002349,Periophthalmus_magnuspinnatus---rna-XM_033982606.2
N5.HOG0002350,Gymnothorax_javanicus---GJAV_T00216070
N5.HOG0002351,Larimichthys_crocea---rna-XM_027273804.1
N5.HOG0002352,Albula_glossodonta---mRNA20529
N5.HOG0002353,Melanotaenia_boesemani---rna-XM_042004074.1
N5.HOG0002354,Thalassophryne_amazonica---rna-XM_034191826.1
N5.HOG0002355,Labrus_mixtus---rna-XM_061036991.1
N5.HOG0002356,Colossoma_macropomum---rna-XM_036589454.1
N5.HOG0002357,Trichomycterus_rosablanca---rna-XM_063009528.1
N5.HOG0002358,Lateolabrax_maculatus---g9199.t1
N5.HOG0002359,Cyprinus_carpio---rna-XM_042754330.1
N5.HOG0002360,Crenichthys_baileyi---CRENBAI_019745-T1_mrna
N5.HOG0002361,Alosa_alosa---rna-XM_048249335.1
N5.HOG0002362,Cyprinus_carpio---rna-XM_042731961.1
N5.HOG0002363,Crenichthys_baileyi---CRENBAI_019743-T1_mrna
N5.HOG0002364,Coryphaenoides_rupestris---CRUPGENE042719-RA
N5.HOG0002365,Colossoma_macropomum---rna-XM_036580975.1
N5.HOG0002366,Sinocyclocheilus_rhinocerous---rna-XM_016559851.1
N5.HOG0002367,Archocentrus_centrarchus---rna-XM_030746132.1
N5.HOG0002368,Dicentrarchus_labrax---rna-XM_051394858.1
N5.HOG0002369,Scatophagus_argus---rna-XM_046401280.1
N5.HOG0002370,Cirrhinus_molitorella---evm.model.Chr02.1250
N5.HOG0002371,Hippocampus_comes---rna-XM_019887087.1
N5.HOG0002372,Scortum_barcoo---S.barcoo_22578
N5.HOG0002373,Channa_striata---evm.model.LG15.383
N5.HOG0002374,Menidia_menidia---rna-MMEN_LOCUS19007
N5.HOG0002375,Epinephelus_moara---rna-XM_050073693.1
N5.HOG0002376,Poecilia_mexicana---rna-XM_014972134.1
N5.HOG0002377,Boleophthalmus_pectinirostris---rna-XM_055150483.1
N5.HOG0002378,Cheilinus_undulatus---rna-XM_041786073.1
N5.HOG0002379,Seriola_aureovittata---rna-XM_056404451.1
N5.HOG0002380,Scleropages_formosus---rna-XM_029250695.1
N5.HOG0002381,Scleropages_formosus---rna-XM_029250684.1
N5.HOG0002382,Xiphophorus_couchianus---rna-XM_028038101.1
N5.HOG0002383,Silurus_asotus---mrna.C0J50_23782
N5.HOG0002384,Coregonus_sp_balchen---gene-CSTEINMANNI_LOCUS2411196
N5.HOG0002385,Hemibagrus_guttatus---male_05365
N5.HOG0002386,Tachysurus_fulvidraco---rna-XM_047803898.1
N5.HOG0002387,Albula_glossodonta---mRNA8888
N5.HOG0002388,Conger_conger---rna-XM_061221426.1
N5.HOG0002389,Brienomyrus_brachyistius---rna-XM_048979168.1
N5.HOG0002390,Anguilla_anguilla---rna-XM_035397404.1
N5.HOG0002391,Tachysurus_fulvidraco---rna-XM_027179209.2
N5.HOG0002392,Hoplostethus_mediterraneus---g9493.t1
N5.HOG0002393,Osmerus_eperlanus---rna-XM_062463176.1
N5.HOG0002394,Tachysurus_fulvidraco---rna-XM_027171457.2
N5.HOG0002395,Xiphophorus_hellerii---rna-XM_032563113.1
N5.HOG0002396,Epinephelus_lanceolatus---rna-XM_033615140.1
N5.HOG0002397,Triplophysa_tibetana---mrna_E1301_Tti024275
N5.HOG0002398,Sinocyclocheilus_anshuiensis---rna-XM_016471394.1
N5.HOG0002399,Triplophysa_rosa---rna-XM_057355782.1
N5.HOG0002400,Rhinichthys_klamathensis_goyatoka---rna-XM_056247065.1
N5.HOG0002401,Oryzias_melastigma---rna-XM_024260603.2
N5.HOG0002402,Cheilinus_undulatus---rna-XM_041785296.1
N5.HOG0002403,Caranx_melampygus---mRNA23523
N5.HOG0002404,Anabarilius_grahami---mrna.DPX16_17247
N5.HOG0002405,Triplophysa_rosa---rna-XM_057330143.1
N5.HOG0002406,Puntigrus_tetrazona---rna-XM_043228185.1
N5.HOG0002407,Puntigrus_tetrazona---rna-XM_043228186.1
N5.HOG0002408,Synchiropus_splendidus---rna-XM_053856035.1
N5.HOG0002409,Menidia_menidia---rna-MMEN_LOCUS22344
N5.HOG0002410,Triplophysa_tibetana---mrna_E1301_Tti024273
N5.HOG0002411,Gymnodraco_acuticeps---rna-XM_034233708.1
N5.HOG0002412,Ctenopharyngodon_idella---rna-XM_051883702.1
N5.HOG0002413,Xiphias_gladius---rna-XM_040158272.1
N5.HOG0002414,Nematolebias_whitei---rna-XM_037697059.1
N5.HOG0002415,Megalobrama_amblycephala---rna-XM_048157591.1
N5.HOG0002416,Megalobrama_amblycephala---rna-XM_048157587.1
N5.HOG0002417,Pygocentrus_nattereri---rna-XM_017721900.2
N5.HOG0002418,Megalobrama_amblycephala---rna-XM_048186467.1
N5.HOG0002419,Megalobrama_amblycephala---rna-XM_048186468.1
N5.HOG0002420,Collichthys_lucidus---mrna_D9C73_003485
N5.HOG0002421,Anabarilius_grahami---mrna.DPX16_9078
N5.HOG0002422,Paramormyrops_kingsleyae---rna-XM_023812887.1
N5.HOG0002423,Paramormyrops_kingsleyae---rna-XM_023812890.1
N5.HOG0002424,Monopterus_albus---rna-XM_020589018.1
N5.HOG0002425,Nibea_albiflora---Mianyu0011770
N5.HOG0002426,Cyprinus_carpio---rna-XM_042753631.1
N5.HOG0002427,Cyprinus_carpio---rna-XM_042715786.1
N5.HOG0002428,Nothobranchius_furzeri---rna-XM_054737662.1
N5.HOG0002429,Paramormyrops_kingsleyae---rna-XM_023812886.1
N5.HOG0002430,Pygocentrus_nattereri---rna-XM_017689817.2
N5.HOG0002431,Pygocentrus_nattereri---rna-XM_017689805.2
N5.HOG0002432,Nothobranchius_furzeri---rna-XM_054744181.1
N5.HOG0002433,Misgurnus_anguillicaudatus---rna-XM_055190053.1
N5.HOG0002434,Misgurnus_anguillicaudatus---rna-XM_055190064.1
N5.HOG0002435,Puntigrus_tetrazona---rna-XM_043228174.1
N5.HOG0002436,Puntigrus_tetrazona---rna-XM_043245132.1
N5.HOG0002437,Pygocentrus_nattereri---rna-XM_017689858.2
N5.HOG0002438,Sinocyclocheilus_rhinocerous---rna-XM_016564911.1
N5.HOG0002439,Onychostoma_macrolepis---rna-XM_058783338.1
N5.HOG0002440,Sphaeramia_orbicularis---rna-XM_030122634.1
N5.HOG0002441,Chanos_chanos---rna-XM_030783687.1
N5.HOG0002442,Lucifuga_dentata---LDENT00206440_mrna
N5.HOG0002443,Oryzias_latipes---rna-XM_004083246.3
N5.HOG0002444,Oryzias_latipes---rna-XM_023952218.1
N5.HOG0002445,Simochromis_diagramma---rna-XM_040004271.1
N5.HOG0002446,Etheostoma_spectabile---rna-XM_032509151.1
N5.HOG0002447,Crenichthys_baileyi---CRENBAI_024267-T1_mrna
N5.HOG0002448,Crenichthys_baileyi---CRENBAI_025197-T1_mrna
N5.HOG0002449,Xyrichtys_novacula---rna-XNOV1_A034427
N5.HOG0002450,Amphiprion_ocellaris---rna-XM_023273736.3
N5.HOG0002451,Xyrauchen_texanus---rna-XM_052150133.1
N5.HOG0002452,Triplophysa_dalaica---rna-XM_056736423.1
N5.HOG0002453,Synaphobranchus_kaupii---mrna.SKAU_T00284410
N5.HOG0002454,Pygocentrus_nattereri---rna-XM_017687089.2
N5.HOG0002455,Synaphobranchus_kaupii---mrna.SKAU_T00261990
N5.HOG0002456,Pimephales_promelas---rna-XM_039656658.1
N5.HOG0002457,Xyrauchen_texanus---rna-XM_052144171.1
N5.HOG0002458,Xyrauchen_texanus---rna-XM_052133181.1
N5.HOG0002459,Xyrauchen_texanus---rna-XM_052133169.1
N5.HOG0002460,Xyrauchen_texanus---rna-XM_052133156.1
N5.HOG0002461,Xyrauchen_texanus---rna-XM_052133109.1
N5.HOG0002462,Trichomycterus_rosablanca---rna-XM_063010237.1
N5.HOG0002463,Triplophysa_dalaica---rna-XM_056749261.1
N5.HOG0002464,Triplophysa_dalaica---rna-XM_056749259.1
N5.HOG0002465,Megalobrama_amblycephala---rna-XM_048157584.1
N5.HOG0002466,Misgurnus_anguillicaudatus---rna-XM_055192347.1
N5.HOG0002467,Platichthys_flesus---rna-XM_062397403.1
N5.HOG0002468,Trichomycterus_rosablanca---rna-XM_063010230.1
N5.HOG0002469,Osmerus_eperlanus---rna-XM_062463074.1
N5.HOG0002470,Triplophysa_dalaica---rna-XM_056748266.1
N5.HOG0002471,Danio_rerio---rna-XM_688487.6
N5.HOG0002472,Ctenopharyngodon_idella---rna-XM_051900822.1
N5.HOG0002473,Megalobrama_amblycephala---rna-XM_048186006.1
N5.HOG0002474,Megalobrama_amblycephala---rna-XM_048180699.1
N5.HOG0002475,Sardina_pilchardus---rna-XM_062542249.1
N5.HOG0002476,Danio_rerio---rna-NM_001103164.1
N5.HOG0002477,Tachysurus_fulvidraco---rna-XM_047814624.1
N5.HOG0002478,Misgurnus_anguillicaudatus---rna-XM_055192344.1
N5.HOG0002479,Anabarilius_grahami---mrna.DPX16_17409
N5.HOG0002480,Carassius_gibelio---rna-XM_052597983.1
N5.HOG0002481,Colossoma_macropomum---rna-XM_036555865.1
N5.HOG0002482,Carassius_carassius---rna-XM_059536725.1
N5.HOG0002483,Ctenopharyngodon_idella---rna-XM_051899830.1
N5.HOG0002484,Sardina_pilchardus---rna-XM_062544431.1
N5.HOG0002485,Triplophysa_tibetana---mrna_E1301_Tti020083
N5.HOG0002486,Tachysurus_fulvidraco---rna-XM_027179218.2
N5.HOG0002487,Myripristis_murdjan---rna-XM_030057348.1
N5.HOG0002488,Myxocyprinus_asiaticus---rna-XM_051646317.1
N5.HOG0002489,Misgurnus_anguillicaudatus---rna-XM_055208280.1
N5.HOG0002490,Pungitius_pungitius---rna-XM_037467564.2
N5.HOG0002491,Anabarilius_grahami---mrna.DPX16_10735
N5.HOG0002492,Rhinichthys_klamathensis_goyatoka---rna-XM_056248344.1
N5.HOG0002493,Paramormyrops_kingsleyae---rna-XM_023801946.1
N5.HOG0002494,Danionella_translucida---DT25431-RA
N5.HOG0002495,Betta_splendens---rna-XM_055511829.1
N5.HOG0002496,Scortum_barcoo---S.barcoo_05314
N5.HOG0002497,Toxotes_jaculatrix---rna-XM_041050728.1
N5.HOG0002498,Lampris_incognitus---rna-XM_056296576.1
N5.HOG0002499,Coryphaenoides_rupestris---CRUPGENE078353-RA
N5.HOG0002500,Xyrichtys_novacula---gene-XNOV1_A007472
N5.HOG0002501,Thunnus_maccoyii---rna-XM_042430926.1
N5.HOG0002502,Xyrichtys_novacula---rna-XNOV1_A011478
N5.HOG0002503,Thunnus_maccoyii---rna-XM_042429733.1
