Gene stable ID	Human gene stable ID	Human gene name
ENSDARG00000027547	ENSG00000141933	TPGS1
ENSDARG00000060977		
ENSDARG00000069175	ENSG00000119541	VPS4B
ENSDARG00000071495		
ENSDARG00000062837	ENSG00000182957	SPATA13
ENSDARG00000099323	ENSG00000150672	DLG2
ENSDARG00000062307	ENSG00000104983	CCDC61
ENSDARG00000070575	ENSG00000159784	FAM131B
ENSDARG00000059424	ENSG00000099999	RNF215
ENSDARG00000075625	ENSG00000144749	LRIG1
ENSDARG00000040490	ENSG00000162999	DUSP19
ENSDARG00000103001	ENSG00000137261	KIAA0319
ENSDARG00000014356	ENSG00000171345	KRT19
ENSDARG00000015803		
ENSDARG00000007791		
ENSDARG00000062753	ENSG00000171169	NAIF1
ENSDARG00000035282	ENSG00000127774	EMC6
ENSDARG00000060911	ENSG00000165185	KIAA1958
ENSDARG00000033852	ENSG00000002822	MAD1L1
ENSDARG00000075397	ENSG00000198894	CIPC
ENSDARG00000079705		
ENSDARG00000003641	ENSG00000114354	TFG
ENSDARG00000089109	ENSG00000171791	BCL2
ENSDARG00000016904	ENSG00000103507	BCKDK
ENSDARG00000043665	ENSG00000182512	GLRX5
ENSDARG00000087461		
ENSDARG00000111806		
ENSDARG00000098367	ENSG00000100883	SRP54
ENSDARG00000075730	ENSG00000112667	DNPH1
ENSDARG00000036106		
ENSDARG00000033443	ENSG00000135679	MDM2
ENSDARG00000070386	ENSG00000163463	KRTCAP2
ENSDARG00000011579		
ENSDARG00000079227	ENSG00000148735	PLEKHS1
ENSDARG00000043963		
ENSDARG00000044561	ENSG00000126353	CCR7
ENSDARG00000007490	ENSG00000043591	ADRB1
ENSDARG00000020475	ENSG00000186187	ZNRF1
ENSDARG00000075201	ENSG00000109452	INPP4B
ENSDARG00000058601	ENSG00000104381	GDAP1
ENSDARG00000078485	ENSG00000101298	SNPH
ENSDARG00000024537	ENSG00000138080	EMILIN1
ENSDARG00000079110	ENSG00000103351	CLUAP1
ENSDARG00000017722		
ENSDARG00000069186	ENSG00000135929	CYP27A1
ENSDARG00000015158	ENSG00000169241	SLC50A1
ENSDARG00000098272		
ENSDARG00000079686	ENSG00000139977	NAA30
ENSDARG00000078226		
ENSDARG00000030881	ENSG00000087088	BAX
ENSDARG00000060093	ENSG00000196730	DAPK1
ENSDARG00000062849	ENSG00000100433	KCNK10
ENSDARG00000112561		
ENSDARG00000021288	ENSG00000155545	MIER3
ENSDARG00000078887	ENSG00000145246	ATP10D
ENSDARG00000033138		
ENSDARG00000075436		
ENSDARG00000063297	ENSG00000115657	ABCB6
ENSDARG00000007344	ENSG00000173991	TCAP
ENSDARG00000018529	ENSG00000107798	LIPA
ENSDARG00000058719	ENSG00000163029	SMC6
ENSDARG00000077638	ENSG00000181104	F2R
ENSDARG00000086998	ENSG00000241644	INMT
ENSDARG00000086998	ENSG00000166741	NNMT
ENSDARG00000051730	ENSG00000130876	SLC7A10
ENSDARG00000069296		
ENSDARG00000061990	ENSG00000089558	KCNH4
ENSDARG00000077540	ENSG00000164251	F2RL1
ENSDARG00000063144	ENSG00000187902	SHISA7
ENSDARG00000055054	ENSG00000186174	BCL9L
ENSDARG00000088019	ENSG00000162897	FCAMR
ENSDARG00000061161	ENSG00000160087	UBE2J2
ENSDARG00000087143		
ENSDARG00000005355	ENSG00000166173	LARP6
ENSDARG00000089717	ENSG00000115828	QPCT
ENSDARG00000099635	ENSG00000011243	AKAP8L
ENSDARG00000033727	ENSG00000113302	IL12B
ENSDARG00000043011	ENSG00000169105	CHST14
ENSDARG00000006758	ENSG00000084444	FAM234B
ENSDARG00000020450	ENSG00000142408	CACNG8
ENSDARG00000056664	ENSG00000132254	ARFIP2
ENSDARG00000075209	ENSG00000178467	P4HTM
ENSDARG00000061802	ENSG00000111596	CNOT2
ENSDARG00000105405		
ENSDARG00000073998	ENSG00000133030	MPRIP
ENSDARG00000089917	ENSG00000169247	SH3TC2
ENSDARG00000041062	ENSG00000172137	CALB2
ENSDARG00000091459		
ENSDARG00000058570	ENSG00000151882	CCL28
ENSDARG00000058570	ENSG00000213927	CCL27
ENSDARG00000070407	ENSG00000119328	ABITRAM
ENSDARG00000101861		
ENSDARG00000039964	ENSG00000137441	FGFBP2
ENSDARG00000057681		
ENSDARG00000102490	ENSG00000100628	ASB2
ENSDARG00000028401		
ENSDARG00000063197	ENSG00000178115	GOLGA8Q
ENSDARG00000063197	ENSG00000183629	GOLGA8G
ENSDARG00000063197	ENSG00000215186	GOLGA6B
ENSDARG00000063197	ENSG00000261247	GOLGA8T
ENSDARG00000063197	ENSG00000249931	GOLGA8K
ENSDARG00000063197	ENSG00000188626	GOLGA8M
ENSDARG00000063197	ENSG00000215252	GOLGA8B
ENSDARG00000063197	ENSG00000175265	GOLGA8A
ENSDARG00000063197	ENSG00000167110	GOLGA2
ENSDARG00000063197	ENSG00000186399	GOLGA8R
ENSDARG00000063197	ENSG00000206127	GOLGA8O
ENSDARG00000063197	ENSG00000159289	GOLGA6A
ENSDARG00000063197	ENSG00000261739	GOLGA8S
ENSDARG00000063197	ENSG00000261794	GOLGA8H
ENSDARG00000063197	ENSG00000167195	GOLGA6C
ENSDARG00000063197	ENSG00000179938	GOLGA8J
ENSDARG00000063197	ENSG00000153684	GOLGA8F
ENSDARG00000063197	ENSG00000140478	GOLGA6D
ENSDARG00000063197	ENSG00000232653	GOLGA8N
ENSDARG00000045910	ENSG00000146433	TMEM181
ENSDARG00000086460		
ENSDARG00000098915	ENSG00000283654	CIROP
ENSDARG00000094199		
ENSDARG00000075110		
ENSDARG00000031649		
ENSDARG00000093048		
ENSDARG00000104537	ENSG00000127184	COX7C
ENSDARG00000102145	ENSG00000120647	CCDC77
ENSDARG00000104256	ENSG00000135697	BCO1
ENSDARG00000091061	ENSG00000188338	SLC38A3
ENSDARG00000078536		
ENSDARG00000006636	ENSG00000185985	SLITRK2
ENSDARG00000101542		
ENSDARG00000004132	ENSG00000172046	USP19
ENSDARG00000011693	ENSG00000172425	TTC36
ENSDARG00000076040	ENSG00000185305	ARL15
ENSDARG00000101989	ENSG00000054118	THRAP3
ENSDARG00000077637	ENSG00000147676	MAL2
ENSDARG00000088524		
ENSDARG00000011171	ENSG00000145934	TENM2
ENSDARG00000091669		
ENSDARG00000014582	ENSG00000180104	EXOC3
ENSDARG00000077237	ENSG00000181827	RFX7
ENSDARG00000095966		
ENSDARG00000021948		
ENSDARG00000077097		
ENSDARG00000036237	ENSG00000164398	ACSL6
ENSDARG00000077643	ENSG00000150556	LYPD6B
ENSDARG00000009021	ENSG00000138435	CHRNA1
ENSDARG00000093279		
ENSDARG00000094643	ENSG00000156738	MS4A1
ENSDARG00000094643	ENSG00000166928	MS4A14
ENSDARG00000094643	ENSG00000204979	MS4A13
ENSDARG00000094643	ENSG00000166961	MS4A15
ENSDARG00000094643	ENSG00000166930	MS4A5
ENSDARG00000094643	ENSG00000172689	MS4A10
ENSDARG00000094643	ENSG00000110077	MS4A6A
ENSDARG00000094643	ENSG00000166926	MS4A6E
ENSDARG00000094643	ENSG00000149534	MS4A2
ENSDARG00000094643	ENSG00000214782	MS4A18
ENSDARG00000094643	ENSG00000166927	MS4A7
ENSDARG00000021584	ENSG00000149972	CNTN5
ENSDARG00000010981	ENSG00000163812	ZDHHC3
ENSDARG00000061903		
ENSDARG00000036670		
ENSDARG00000003531	ENSG00000187735	TCEA1
ENSDARG00000074265	ENSG00000158163	DZIP1L
ENSDARG00000105044		
ENSDARG00000027112	ENSG00000196411	EPHB4
ENSDARG00000041417	ENSG00000071553	ATP6AP1
ENSDARG00000062209	ENSG00000144029	MRPS5
ENSDARG00000001881	ENSG00000167535	CACNB3
ENSDARG00000021572	ENSG00000164430	CGAS
ENSDARG00000021556		
ENSDARG00000059308	ENSG00000111711	GOLT1B
ENSDARG00000101996	ENSG00000154832	CXXC1
ENSDARG00000077011	ENSG00000065060	BLTP3A
ENSDARG00000029695	ENSG00000184207	PGP
ENSDARG00000015890	ENSG00000178573	MAF
ENSDARG00000035028	ENSG00000176454	LPCAT4
ENSDARG00000003167	ENSG00000167965	MLST8
ENSDARG00000110658		
ENSDARG00000038900	ENSG00000117054	ACADM
ENSDARG00000062063	ENSG00000157625	TAB3
ENSDARG00000103264		
ENSDARG00000021982	ENSG00000087266	SH3BP2
ENSDARG00000063419	ENSG00000101452	DHX35
ENSDARG00000028731	ENSG00000138378	STAT4
ENSDARG00000105344	ENSG00000166473	PKD1L2
ENSDARG00000105344	ENSG00000130943	PKDREJ
ENSDARG00000105344	ENSG00000277481	PKD1L3
ENSDARG00000105344	ENSG00000078795	PKD2L2
ENSDARG00000042033	ENSG00000203740	NTMT2
ENSDARG00000099104	ENSG00000114391	RPL24
ENSDARG00000053479		
ENSDARG00000004954		
ENSDARG00000078731	ENSG00000106608	URGCP
ENSDARG00000104409		
ENSDARG00000073891	ENSG00000266524	GDF10
ENSDARG00000078822	ENSG00000122483	CCDC18
ENSDARG00000071590		
ENSDARG00000040854		
ENSDARG00000101521	ENSG00000130725	UBE2M
ENSDARG00000098903	ENSG00000068323	TFE3
ENSDARG00000091590		
ENSDARG00000077948		
ENSDARG00000061417	ENSG00000013374	NUB1
ENSDARG00000073787		
ENSDARG00000073744	ENSG00000176095	IP6K1
ENSDARG00000004246	ENSG00000145147	SLIT2
ENSDARG00000061091	ENSG00000178605	GTPBP6
ENSDARG00000074016	ENSG00000122420	PTGFR
ENSDARG00000093143		
ENSDARG00000015252	ENSG00000126091	ST3GAL3
ENSDARG00000020278	ENSG00000164893	SLC7A13
ENSDARG00000017960	ENSG00000156398	SFXN2
ENSDARG00000037363	ENSG00000166444	DENND2B
ENSDARG00000013777	ENSG00000104881	PPP1R13L
ENSDARG00000105669	ENSG00000086102	NFX1
ENSDARG00000036063	ENSG00000204619	PPP1R11
ENSDARG00000012968		
ENSDARG00000088844	ENSG00000177030	DEAF1
ENSDARG00000087666	ENSG00000172500	FIBP
ENSDARG00000041621	ENSG00000125124	BBS2
ENSDARG00000027916	ENSG00000257365	FNTB
ENSDARG00000008803		
ENSDARG00000069383	ENSG00000132259	CNGA4
ENSDARG00000086166		
ENSDARG00000024109	ENSG00000110583	NAA40
ENSDARG00000075376	ENSG00000167037	SGSM1
ENSDARG00000058564		
ENSDARG00000003403	ENSG00000009694	TENM1
ENSDARG00000062168	ENSG00000146802	TMEM168
ENSDARG00000069792		
ENSDARG00000020901		
ENSDARG00000020289	ENSG00000140451	PIF1
ENSDARG00000092202	ENSG00000115317	HTRA2
ENSDARG00000093476		
ENSDARG00000018399		
ENSDARG00000094792	ENSG00000247596	TWF2
ENSDARG00000023878	ENSG00000102572	STK24
ENSDARG00000003035	ENSG00000113013	HSPA9
ENSDARG00000056717	ENSG00000137411	VARS2
ENSDARG00000026839	ENSG00000152944	MED21
ENSDARG00000061786	ENSG00000109466	KLHL2
ENSDARG00000098904	ENSG00000127980	PEX1
ENSDARG00000075883	ENSG00000154473	BUB3
ENSDARG00000016676	ENSG00000087258	GNAO1
ENSDARG00000054400		
ENSDARG00000075958		
ENSDARG00000094330	ENSG00000116176	TPSG1
ENSDARG00000094330	ENSG00000095917	TPSD1
ENSDARG00000094330	ENSG00000172236	TPSAB1
ENSDARG00000094330	ENSG00000197253	TPSB2
ENSDARG00000027595	ENSG00000198843	SELENOT
ENSDARG00000020953	ENSG00000172404	DNAJB7
ENSDARG00000020953	ENSG00000179407	DNAJB8
ENSDARG00000020953	ENSG00000132002	DNAJB1
ENSDARG00000053446	ENSG00000113387	SUB1
ENSDARG00000068551		
ENSDARG00000077596	ENSG00000122733	PHF24
ENSDARG00000075468	ENSG00000179403	VWA1
ENSDARG00000103220	ENSG00000126903	SLC10A3
ENSDARG00000069852	ENSG00000175536	LIPT2
ENSDARG00000074031	ENSG00000118246	FASTKD2
ENSDARG00000071437		
ENSDARG00000003920		
ENSDARG00000039563	ENSG00000115318	LOXL3
ENSDARG00000088383	ENSG00000178741	COX5A
ENSDARG00000012874	ENSG00000092531	SNAP23
ENSDARG00000104267	ENSG00000133110	POSTN
ENSDARG00000009689	ENSG00000100592	DAAM1
ENSDARG00000054973	ENSG00000198399	ITSN2
ENSDARG00000074761	ENSG00000135127	BICDL1
ENSDARG00000031243		
ENSDARG00000032623	ENSG00000117602	RCAN3
ENSDARG00000058352	ENSG00000123130	ACOT9
ENSDARG00000098365	ENSG00000187905	LRRC74B
ENSDARG00000018891	ENSG00000104889	RNASEH2A
ENSDARG00000059646		
ENSDARG00000003380	ENSG00000148832	PAOX
ENSDARG00000025507	ENSG00000127580	WDR24
ENSDARG00000060368		
ENSDARG00000075866	ENSG00000157211	CDCP2
ENSDARG00000079080		
ENSDARG00000027353	ENSG00000121741	ZMYM2
ENSDARG00000101997		
ENSDARG00000079062		
ENSDARG00000044093	ENSG00000142541	RPL13A
ENSDARG00000021462	ENSG00000123977	DAW1
ENSDARG00000093931	ENSG00000183688	RFLNB
ENSDARG00000071680		
ENSDARG00000035907		
ENSDARG00000093418		
ENSDARG00000040445	ENSG00000173193	PARP14
ENSDARG00000035695	ENSG00000260428	SCX
ENSDARG00000013670	ENSG00000149428	HYOU1
ENSDARG00000002487	ENSG00000173145	NOC3L
ENSDARG00000021209	ENSG00000104756	KCTD9
ENSDARG00000055080		
ENSDARG00000031658	ENSG00000120549	KIAA1217
ENSDARG00000059485	ENSG00000170571	EMB
ENSDARG00000058543	ENSG00000130702	LAMA5
ENSDARG00000076257	ENSG00000154997	SEPTIN14
ENSDARG00000045414	ENSG00000197977	ELOVL2
ENSDARG00000056395	ENSG00000205922	ONECUT3
ENSDARG00000101660	ENSG00000172554	SNTG2
ENSDARG00000074906	ENSG00000124203	ZNF831
ENSDARG00000092281		
ENSDARG00000104953	ENSG00000134910	STT3A
ENSDARG00000071551	ENSG00000196419	XRCC6
ENSDARG00000039958	ENSG00000183520	UTP11
ENSDARG00000087191	ENSG00000140527	WDR93
ENSDARG00000036254		
ENSDARG00000056871	ENSG00000221838	AP4M1
ENSDARG00000078789	ENSG00000164168	TMEM184C
ENSDARG00000059682	ENSG00000134802	SLC43A3
ENSDARG00000009978	ENSG00000188643	S100A16
ENSDARG00000076017	ENSG00000159596	TMEM69
ENSDARG00000001656		
ENSDARG00000056600	ENSG00000198682	PAPSS2
ENSDARG00000063372	ENSG00000170044	ZPLD1
ENSDARG00000015970	ENSG00000146247	PHIP
ENSDARG00000020231	ENSG00000084764	MAPRE3
ENSDARG00000053840	ENSG00000149547	EI24
ENSDARG00000110939		
ENSDARG00000061062	ENSG00000189362	NEMP2
ENSDARG00000004055	ENSG00000111647	BLTP3B
ENSDARG00000015978	ENSG00000135940	COX5B
ENSDARG00000042345		
ENSDARG00000086819		
ENSDARG00000042341	ENSG00000153485	LYSET
ENSDARG00000002506	ENSG00000155330	C16orf87
ENSDARG00000090526	ENSG00000148735	PLEKHS1
ENSDARG00000031681	ENSG00000117410	ATP6V0B
ENSDARG00000005560	ENSG00000128245	YWHAH
ENSDARG00000078315	ENSG00000111412	SPRING1
ENSDARG00000061579	ENSG00000197879	MYO1C
ENSDARG00000058243	ENSG00000087495	PHACTR3
ENSDARG00000022525	ENSG00000128285	MCHR1
ENSDARG00000045900	ENSG00000084693	AGBL5
ENSDARG00000053488		
ENSDARG00000055746		
ENSDARG00000040309	ENSG00000168994	PXDC1
ENSDARG00000018159		
ENSDARG00000000588	ENSG00000161835	TAMALIN
ENSDARG00000012860		
ENSDARG00000037057	ENSG00000105607	GCDH
ENSDARG00000058560	ENSG00000130706	ADRM1
ENSDARG00000055653	ENSG00000095906	NUBP2
ENSDARG00000029660	ENSG00000170619	COMMD5
ENSDARG00000020764		
ENSDARG00000099833	ENSG00000100225	FBXO7
ENSDARG00000010630	ENSG00000108511	HOXB6
ENSDARG00000059323	ENSG00000163902	RPN1
ENSDARG00000071678	ENSG00000167654	ATCAY
ENSDARG00000060875	ENSG00000115252	PDE1A
ENSDARG00000012625	ENSG00000106617	PRKAG2
ENSDARG00000057568		
ENSDARG00000030872	ENSG00000087237	CETP
ENSDARG00000076414	ENSG00000187017	ESPN
ENSDARG00000032614	ENSG00000153944	MSI2
ENSDARG00000070981	ENSG00000116539	ASH1L
ENSDARG00000045788	ENSG00000166148	AVPR1A
ENSDARG00000097473		
ENSDARG00000060805	ENSG00000130479	MAP1S
ENSDARG00000076239	ENSG00000101220	ADISSP
ENSDARG00000099084	ENSG00000100982	PCIF1
ENSDARG00000061764		
ENSDARG00000019842	ENSG00000088038	CNOT3
ENSDARG00000053526	ENSG00000182156	ENPP7
ENSDARG00000075249	ENSG00000161682	FAM171A2
ENSDARG00000068156	ENSG00000170791	CHCHD7
ENSDARG00000063075	ENSG00000149639	MTCL2
ENSDARG00000091726	ENSG00000106624	AEBP1
ENSDARG00000070668	ENSG00000010610	CD4
ENSDARG00000088013	ENSG00000135929	CYP27A1
ENSDARG00000055554	ENSG00000125084	WNT1
ENSDARG00000019746	ENSG00000169733	RFNG
ENSDARG00000075990	ENSG00000131584	ACAP3
ENSDARG00000028098	ENSG00000171124	FUT3
ENSDARG00000028098	ENSG00000130383	FUT5
ENSDARG00000028098	ENSG00000156413	FUT6
ENSDARG00000088505	ENSG00000145975	FAM217A
ENSDARG00000088505	ENSG00000196227	FAM217B
ENSDARG00000029952	ENSG00000116337	AMPD2
ENSDARG00000075735	ENSG00000171604	CXXC5
ENSDARG00000103992		
ENSDARG00000090035	ENSG00000040608	RTN4R
ENSDARG00000006666	ENSG00000137656	BUD13
ENSDARG00000094730	ENSG00000176244	ACBD7
ENSDARG00000071501	ENSG00000136720	HS6ST1
ENSDARG00000069147	ENSG00000131779	PEX11B
ENSDARG00000059177	ENSG00000213977	TAX1BP3
ENSDARG00000004529		
ENSDARG00000017794	ENSG00000170786	SDR16C5
ENSDARG00000027822		
ENSDARG00000012840	ENSG00000086848	ALG9
ENSDARG00000111753		
ENSDARG00000096749	ENSG00000224877	NDUFAF8
ENSDARG00000032976		
ENSDARG00000076307		
ENSDARG00000090785	ENSG00000139734	DIAPH3
ENSDARG00000030449	ENSG00000143320	CRABP2
ENSDARG00000003854	ENSG00000151726	ACSL1
ENSDARG00000017320	ENSG00000158769	F11R
ENSDARG00000055751	ENSG00000125740	FOSB
ENSDARG00000059263	ENSG00000170178	HOXD12
ENSDARG00000040571	ENSG00000110344	UBE4A
ENSDARG00000057042	ENSG00000162604	TM2D1
ENSDARG00000104342	ENSG00000169118	CSNK1G1
ENSDARG00000074660	ENSG00000167705	RILP
ENSDARG00000074742	ENSG00000115459	ELMOD3
ENSDARG00000062655	ENSG00000161179	YDJC
ENSDARG00000104071	ENSG00000149196	HIKESHI
ENSDARG00000010610	ENSG00000004139	SARM1
ENSDARG00000057089	ENSG00000068438	FTSJ1
ENSDARG00000086505	ENSG00000099308	MAST3
ENSDARG00000008433	ENSG00000141161	UNC45B
ENSDARG00000062972	ENSG00000127946	HIP1
ENSDARG00000103056	ENSG00000115232	ITGA4
ENSDARG00000100889	ENSG00000110328	GALNT18
ENSDARG00000018162	ENSG00000119326	CTNNAL1
ENSDARG00000062382	ENSG00000143553	SNAPIN
ENSDARG00000077178	ENSG00000164828	SUN1
ENSDARG00000056551		
ENSDARG00000039828	ENSG00000188372	ZP3
ENSDARG00000039828	ENSG00000146707	POMZP3
ENSDARG00000100375	ENSG00000204152	TIMM23B
ENSDARG00000100375	ENSG00000265354	TIMM23
ENSDARG00000093098		
ENSDARG00000013250	ENSG00000113407	TARS1
ENSDARG00000056874	ENSG00000144214	LYG1
ENSDARG00000056874	ENSG00000185674	LYG2
ENSDARG00000005335	ENSG00000146477	SLC22A3
ENSDARG00000005335	ENSG00000168065	SLC22A11
ENSDARG00000005335	ENSG00000197891	SLC22A12
ENSDARG00000005335	ENSG00000149742	SLC22A9
ENSDARG00000005335	ENSG00000144671	SLC22A14
ENSDARG00000005335	ENSG00000175003	SLC22A1
ENSDARG00000005335	ENSG00000196600	SLC22A25
ENSDARG00000005335	ENSG00000197375	SLC22A5
ENSDARG00000005335	ENSG00000197208	SLC22A4
ENSDARG00000005335	ENSG00000197901	SLC22A6
ENSDARG00000005335	ENSG00000197658	SLC22A24
ENSDARG00000005335	ENSG00000184999	SLC22A10
ENSDARG00000102033		
ENSDARG00000075123	ENSG00000135148	TRAFD1
ENSDARG00000078034		
ENSDARG00000056133	ENSG00000157404	KIT
ENSDARG00000039439	ENSG00000142677	IL22RA1
ENSDARG00000039439	ENSG00000110324	IL10RA
ENSDARG00000039439	ENSG00000159110	IFNAR2
ENSDARG00000039439	ENSG00000027697	IFNGR1
ENSDARG00000096189		
ENSDARG00000077314	ENSG00000214309	MBLAC1
ENSDARG00000055383	ENSG00000182831	HAPSTR1
ENSDARG00000062335	ENSG00000183828	NUDT14
ENSDARG00000090797	ENSG00000139438	FAM222A
ENSDARG00000028000	ENSG00000067057	PFKP
ENSDARG00000052242	ENSG00000155966	AFF2
ENSDARG00000102221	ENSG00000188921	HACD4
ENSDARG00000071458	ENSG00000135835	KIAA1614
ENSDARG00000093199	ENSG00000126838	PZP
ENSDARG00000093199	ENSG00000166535	A2ML1
ENSDARG00000098100		
ENSDARG00000033380	ENSG00000056998	GYG2
ENSDARG00000104691	ENSG00000007312	CD79B
ENSDARG00000054202	ENSG00000165471	MBL2
ENSDARG00000058924	ENSG00000064835	POU1F1
ENSDARG00000061314	ENSG00000182768	NGRN
ENSDARG00000042983		
ENSDARG00000029841	ENSG00000178297	TMPRSS9
ENSDARG00000053828	ENSG00000158062	UBXN11
ENSDARG00000037260	ENSG00000197579	TOPORS
ENSDARG00000093026		
ENSDARG00000069505		
ENSDARG00000076997	ENSG00000166263	STXBP4
ENSDARG00000005397	ENSG00000110171	TRIM3
ENSDARG00000062139	ENSG00000172071	EIF2AK3
ENSDARG00000060374	ENSG00000175764	TTLL11
ENSDARG00000061215	ENSG00000138286	FAM149B1
ENSDARG00000067975		
ENSDARG00000037433	ENSG00000102081	FMR1
ENSDARG00000020730	ENSG00000136699	SMPD4
ENSDARG00000058563	ENSG00000185019	UBOX5
ENSDARG00000030078	ENSG00000124812	CRISP1
ENSDARG00000030078	ENSG00000173401	GLIPR1L1
ENSDARG00000030078	ENSG00000180481	GLIPR1L2
ENSDARG00000025187	ENSG00000184302	SIX6
ENSDARG00000060637	ENSG00000158258	CLSTN2
ENSDARG00000098627	ENSG00000103342	GSPT1
ENSDARG00000097702		
ENSDARG00000074322		
ENSDARG00000063635	ENSG00000179915	NRXN1
ENSDARG00000068265	ENSG00000175768	TOMM5
ENSDARG00000001788	ENSG00000241837	ATP5PO
ENSDARG00000068264	ENSG00000137106	GRHPR
ENSDARG00000079236		
ENSDARG00000051986	ENSG00000110717	NDUFS8
ENSDARG00000088357	ENSG00000115361	ACADL
ENSDARG00000040683	ENSG00000141434	MEP1B
ENSDARG00000100089	ENSG00000058404	CAMK2B
ENSDARG00000014161	ENSG00000175595	ERCC4
ENSDARG00000045087	ENSG00000176749	CDK5R1
ENSDARG00000103196		
ENSDARG00000105276	ENSG00000177885	GRB2
ENSDARG00000052512	ENSG00000135951	TSGA10
ENSDARG00000069469	ENSG00000112232	KHDRBS2
ENSDARG00000005590	ENSG00000143033	MTF2
ENSDARG00000067950	ENSG00000141664	ZCCHC2
ENSDARG00000058454	ENSG00000088986	DYNLL1
ENSDARG00000078694	ENSG00000081913	PHLPP1
ENSDARG00000074756	ENSG00000162851	TFB2M
ENSDARG00000071084		
ENSDARG00000058064	ENSG00000169562	GJB1
ENSDARG00000000229	ENSG00000164663	USP49
ENSDARG00000099902		
ENSDARG00000074242	ENSG00000142864	SERBP1
ENSDARG00000059227	ENSG00000163586	FABP1
ENSDARG00000025513		
ENSDARG00000061143	ENSG00000169762	TAPT1
ENSDARG00000033361	ENSG00000126522	ASL
ENSDARG00000041435	ENSG00000221983	UBA52
ENSDARG00000102407	ENSG00000182504	CEP97
ENSDARG00000025789		
ENSDARG00000087107	ENSG00000163075	CFAP221
ENSDARG00000001939	ENSG00000149541	B3GAT3
ENSDARG00000091932		
ENSDARG00000087674		
ENSDARG00000092305	ENSG00000004142	POLDIP2
ENSDARG00000023160	ENSG00000060688	SNRNP40
ENSDARG00000069373	ENSG00000241258	CRCP
ENSDARG00000094737		
ENSDARG00000017115	ENSG00000110906	KCTD10
ENSDARG00000076074	ENSG00000130311	DDA1
ENSDARG00000087324		
ENSDARG00000102679		
ENSDARG00000060884	ENSG00000171596	NMUR1
ENSDARG00000089162		
ENSDARG00000010477	ENSG00000109991	P2RX3
ENSDARG00000012306	ENSG00000019505	SYT13
ENSDARG00000044976	ENSG00000171345	KRT19
ENSDARG00000038743	ENSG00000184432	COPB2
ENSDARG00000076376	ENSG00000127419	TMEM175
ENSDARG00000087999		
ENSDARG00000007396		
ENSDARG00000069407		
ENSDARG00000091271	ENSG00000102901	CENPT
ENSDARG00000060597		
ENSDARG00000090993	ENSG00000063978	RNF4
ENSDARG00000060542	ENSG00000205213	LGR4
ENSDARG00000069401		
ENSDARG00000079552		
ENSDARG00000056210	ENSG00000126803	HSPA2
ENSDARG00000100835	ENSG00000127074	RGS13
ENSDARG00000059340	ENSG00000198010	DLGAP2
ENSDARG00000105328	ENSG00000187475	H1-6
ENSDARG00000013926	ENSG00000165449	SLC16A9
ENSDARG00000059906	ENSG00000124145	SDC4
ENSDARG00000042496	ENSG00000059378	PARP12
ENSDARG00000090371		
ENSDARG00000012002	ENSG00000103042	SLC38A7
ENSDARG00000110833		
ENSDARG00000091266	ENSG00000114698	PLSCR4
ENSDARG00000091266	ENSG00000231213	PLSCR5
ENSDARG00000091266	ENSG00000163746	PLSCR2
ENSDARG00000091266	ENSG00000187838	PLSCR3
ENSDARG00000071070	ENSG00000087494	PTHLH
ENSDARG00000017984		
ENSDARG00000055123	ENSG00000082482	KCNK2
ENSDARG00000038095	ENSG00000185338	SOCS1
ENSDARG00000097019		
ENSDARG00000062868	ENSG00000102189	EEA1
ENSDARG00000007329		
ENSDARG00000105757		
ENSDARG00000105817		
ENSDARG00000105741		
ENSDARG00000001940	ENSG00000136770	DNAJC1
ENSDARG00000033949	ENSG00000214050	FBXO16
ENSDARG00000094994		
ENSDARG00000074564	ENSG00000149926	TLCD3B
ENSDARG00000016307	ENSG00000259494	MRPL46
ENSDARG00000029219	ENSG00000126895	AVPR2
ENSDARG00000036784	ENSG00000149600	COMMD7
ENSDARG00000029668	ENSG00000150938	CRIM1
ENSDARG00000103732	ENSG00000123560	PLP1
ENSDARG00000063634	ENSG00000173083	HPSE
ENSDARG00000063553	ENSG00000117000	RLF
ENSDARG00000030591	ENSG00000116212	LRRC42
ENSDARG00000043402		
ENSDARG00000015676	ENSG00000169251	NMD3
ENSDARG00000028159		
ENSDARG00000076791	ENSG00000065883	CDK13
ENSDARG00000095538	ENSG00000161956	SENP3
ENSDARG00000097414		
ENSDARG00000096449		
ENSDARG00000075405	ENSG00000173137	ADCK5
ENSDARG00000056833	ENSG00000166111	SVOP
ENSDARG00000035127	ENSG00000186350	RXRA
ENSDARG00000018721	ENSG00000168743	NPNT
ENSDARG00000036329	ENSG00000125356	NDUFA1
ENSDARG00000088207		
ENSDARG00000078149	ENSG00000161509	GRIN2C
ENSDARG00000078326	ENSG00000071205	ARHGAP10
ENSDARG00000077550	ENSG00000176928	GCNT4
ENSDARG00000041155	ENSG00000123562	MORF4L2
ENSDARG00000041155	ENSG00000185787	MORF4L1
ENSDARG00000000631	ENSG00000088179	PTPN4
ENSDARG00000069250		
ENSDARG00000071394		
ENSDARG00000005468	ENSG00000170604	IRF2BP1
ENSDARG00000062943	ENSG00000136463	TACO1
ENSDARG00000044781	ENSG00000182240	BACE2
ENSDARG00000044755	ENSG00000176928	GCNT4
ENSDARG00000017720	ENSG00000171017	LRRC8E
