Gene stable ID	Gene name	Transcript stable ID	RefSeq mRNA predicted ID	Protein stable ID
ENSDARG00000035333	mis18a	ENSDART00000051198	XM_021474214	ENSDARP00000051197
ENSDARG00000035333	mis18a	ENSDART00000051198	XM_002663588	ENSDARP00000051197
ENSDARG00000069011		ENSDART00000136626	XM_021467783	ENSDARP00000119778
ENSDARG00000075930	adamts2a	ENSDART00000162873	XM_695292	ENSDARP00000139103
ENSDARG00000007180	slc30a4	ENSDART00000007797	XM_005173617	ENSDARP00000025373
ENSDARG00000007180	slc30a4	ENSDART00000007797	XM_021467620	ENSDARP00000025373
ENSDARG00000090052	si:dkey-165a24.9	ENSDART00000173672	XM_021477783	ENSDARP00000142753
ENSDARG00000069833	rhbdl2	ENSDART00000183149	XM_009292464	ENSDARP00000147452
ENSDARG00000069833	rhbdl2	ENSDART00000183149	XM_009292465	ENSDARP00000147452
ENSDARG00000016531	klhl4	ENSDART00000187414	XM_021481025	ENSDARP00000150839
ENSDARG00000016531	klhl4	ENSDART00000187414	XM_005173174	ENSDARP00000150839
ENSDARG00000098123	gng12b	ENSDART00000168511	XM_021477104	ENSDARP00000133096
ENSDARG00000057568		ENSDART00000136196	XM_021469060	ENSDARP00000114456
ENSDARG00000069833	rhbdl2	ENSDART00000101953	XM_005158370	ENSDARP00000092728
ENSDARG00000087798	pdyn	ENSDART00000141484	XM_021469777	ENSDARP00000119382
ENSDARG00000087798	pdyn	ENSDART00000141484	XM_009297108	ENSDARP00000119382
ENSDARG00000087798	pdyn	ENSDART00000141484	XM_009297106	ENSDARP00000119382
ENSDARG00000087798	pdyn	ENSDART00000141484	XM_009297105	ENSDARP00000119382
ENSDARG00000087798	pdyn	ENSDART00000141484	XM_009297107	ENSDARP00000119382
ENSDARG00000026723	syncripl	ENSDART00000154503	XM_005158913	ENSDARP00000127882
ENSDARG00000026723	syncripl	ENSDART00000154503	XM_009293300	ENSDARP00000127882
ENSDARG00000098123	gng12b	ENSDART00000186164	XM_021477105	ENSDARP00000150753
ENSDARG00000002523	hsdl2	ENSDART00000155742	XM_005155592	ENSDARP00000129592
ENSDARG00000002523	hsdl2	ENSDART00000155742	XM_005155591	ENSDARP00000129592
ENSDARG00000055317	c1ql4b	ENSDART00000067063	XM_021477223	ENSDARP00000067062
ENSDARG00000055317	c1ql4b	ENSDART00000067063	XM_690836	ENSDARP00000067062
ENSDARG00000041333		ENSDART00000172942	XM_017357186	ENSDARP00000142237
ENSDARG00000062964	si:dkey-246g23.2	ENSDART00000138372	XM_017352034	ENSDARP00000120046
ENSDARG00000041791	mgat4c	ENSDART00000143744	XM_002665337	ENSDARP00000119400
ENSDARG00000013830	osbpl2b	ENSDART00000010697	XM_005161947	ENSDARP00000006917
ENSDARG00000013830	osbpl2b	ENSDART00000010697	XM_005161948	ENSDARP00000006917
ENSDARG00000078778	lrch1	ENSDART00000135074	XM_684284	ENSDARP00000120002
ENSDARG00000090914	si:ch211-117k10.3	ENSDART00000123381	XM_678953	ENSDARP00000112329
ENSDARG00000052779	zgc:153932	ENSDART00000074682	XM_021480002	ENSDARP00000069168
ENSDARG00000078778	lrch1	ENSDART00000180436	XM_021478952	ENSDARP00000148586
ENSDARG00000060911		ENSDART00000135355	XM_005155614	ENSDARP00000121598
ENSDARG00000030872	cetp	ENSDART00000046891	XM_009293552	ENSDARP00000046890
ENSDARG00000078778	lrch1	ENSDART00000108629	XM_021478953	ENSDARP00000101690
ENSDARG00000078778	lrch1	ENSDART00000108629	XM_021478951	ENSDARP00000101690
ENSDARG00000078778	lrch1	ENSDART00000108629	XM_005167643	ENSDARP00000101690
ENSDARG00000078778	lrch1	ENSDART00000108629	XM_005167644	ENSDARP00000101690
ENSDARG00000091573		ENSDART00000125411	XM_005158192	ENSDARP00000112504
ENSDARG00000060280	pde9aa	ENSDART00000084771	XM_009304653	ENSDARP00000079206
ENSDARG00000060280	pde9aa	ENSDART00000084771	XM_009304654	ENSDARP00000079206
ENSDARG00000060280	pde9aa	ENSDART00000084771	XM_021478889	ENSDARP00000079206
ENSDARG00000012274	eif4e1c	ENSDART00000180947	XM_021480575	ENSDARP00000150557
ENSDARG00000024775	si:ch211-129c21.1	ENSDART00000105597	XM_005170470	ENSDARP00000096374
ENSDARG00000063036	psd2	ENSDART00000169091	XM_021481108	ENSDARP00000130218
ENSDARG00000063036	psd2	ENSDART00000169091	XM_017359087	ENSDARP00000130218
ENSDARG00000063036	psd2	ENSDART00000169091	XM_021481109	ENSDARP00000130218
ENSDARG00000111097		ENSDART00000031885	XM_021472562	ENSDARP00000033888
ENSDARG00000089787	crebzf	ENSDART00000155390	XM_009305485	ENSDARP00000128064
ENSDARG00000089787	crebzf	ENSDART00000155390	XM_009305487	ENSDARP00000128064
ENSDARG00000060911		ENSDART00000187822	XM_005155612	ENSDARP00000156200
ENSDARG00000060911		ENSDART00000187822	XM_005155611	ENSDARP00000156200
ENSDARG00000062828	si:ch73-171o20.1	ENSDART00000187771	XM_017352345	ENSDARP00000147654
ENSDARG00000094522	si:ch211-14c7.2	ENSDART00000141278	XM_001920354	ENSDARP00000122467
ENSDARG00000022698	lad1	ENSDART00000033093	XM_681531	ENSDARP00000030814
ENSDARG00000032614	msi2b	ENSDART00000050649	XM_005157686	ENSDARP00000050648
ENSDARG00000032614	msi2b	ENSDART00000050649	XM_021481364	ENSDARP00000050648
ENSDARG00000077103		ENSDART00000149431	XM_009292609	ENSDARP00000124699
ENSDARG00000035470	sh3glb2b	ENSDART00000098172	XM_021476049	ENSDARP00000088944
ENSDARG00000035470	sh3glb2b	ENSDART00000147065	XM_021476045	ENSDARP00000114502
ENSDARG00000035470	sh3glb2b	ENSDART00000147065	XM_005171809	ENSDARP00000114502
ENSDARG00000005095	glcea	ENSDART00000014274	XM_017354068	ENSDARP00000005617
ENSDARG00000039863	lifrb	ENSDART00000058306	XM_009295324	ENSDARP00000058305
ENSDARG00000035470	sh3glb2b	ENSDART00000190229	XM_021476047	ENSDARP00000155783
ENSDARG00000075170	zdhhc22	ENSDART00000156195	XM_017351846	ENSDARP00000127506
ENSDARG00000075170	zdhhc22	ENSDART00000156195	XM_001340956	ENSDARP00000127506
ENSDARG00000035470	sh3glb2b	ENSDART00000184319	XM_021476046	ENSDARP00000146608
ENSDARG00000035470	sh3glb2b	ENSDART00000184319	XM_005171808	ENSDARP00000146608
ENSDARG00000035470	sh3glb2b	ENSDART00000184319	XM_021476048	ENSDARP00000146608
ENSDARG00000035470	sh3glb2b	ENSDART00000184319	XM_021476044	ENSDARP00000146608
ENSDARG00000029308	prr15lb	ENSDART00000134453	XM_021480106	ENSDARP00000119908
ENSDARG00000102669	or95a1	ENSDART00000170808	XM_005157458	ENSDARP00000141121
ENSDARG00000025335	NEK10	ENSDART00000155162	XM_009292688	ENSDARP00000128704
ENSDARG00000025335	NEK10	ENSDART00000155162	XM_009292689	ENSDARP00000128704
ENSDARG00000104495	pltp	ENSDART00000169240	XM_005168776	ENSDARP00000131164
ENSDARG00000058100	b3gnt3.4	ENSDART00000080875	XM_009303809	ENSDARP00000075319
ENSDARG00000058100	b3gnt3.4	ENSDART00000080875	XM_005166856	ENSDARP00000075319
ENSDARG00000058100	b3gnt3.4	ENSDART00000080875	XM_005166854	ENSDARP00000075319
ENSDARG00000100731	zgc:101540	ENSDART00000086334	XM_001336921	ENSDARP00000080769
ENSDARG00000036144	tssc4	ENSDART00000075263	XM_005168890	ENSDARP00000069747
ENSDARG00000036144	tssc4	ENSDART00000075263	XM_005168889	ENSDARP00000069747
ENSDARG00000036144	tssc4	ENSDART00000075263	XM_005168886	ENSDARP00000069747
ENSDARG00000036144	tssc4	ENSDART00000075263	XM_005168888	ENSDARP00000069747
ENSDARG00000036144	tssc4	ENSDART00000075263	XM_005168887	ENSDARP00000069747
ENSDARG00000036144	tssc4	ENSDART00000075263	XM_005168885	ENSDARP00000069747
ENSDARG00000036144	tssc4	ENSDART00000075263	XM_005168884	ENSDARP00000069747
ENSDARG00000040568	NHERF4	ENSDART00000148804	XM_680306	ENSDARP00000124778
ENSDARG00000077119	naxd	ENSDART00000147098	XM_005167463	ENSDARP00000123516
ENSDARG00000077119	naxd	ENSDART00000147098	XM_005167464	ENSDARP00000123516
ENSDARG00000103871	si:ch73-109d9.2	ENSDART00000073746	XM_005160071	ENSDARP00000068236
ENSDARG00000037350	rpl9	ENSDART00000054340	XM_005170906	ENSDARP00000054339
ENSDARG00000062753	naif1	ENSDART00000143242	XM_009303707	ENSDARP00000122597
ENSDARG00000062753	naif1	ENSDART00000143242	XM_009303708	ENSDARP00000122597
ENSDARG00000042072		ENSDART00000061663	XM_001335061	ENSDARP00000061662
ENSDARG00000012625	prkag2a	ENSDART00000129174	XM_021470213	ENSDARP00000109004
ENSDARG00000012625	prkag2a	ENSDART00000129174	XM_021470214	ENSDARP00000109004
ENSDARG00000012625	prkag2a	ENSDART00000129174	XM_009297511	ENSDARP00000109004
ENSDARG00000012625	prkag2a	ENSDART00000129174	XM_021470215	ENSDARP00000109004
ENSDARG00000043510	vamp4	ENSDART00000190910	XM_009294594	ENSDARP00000148329
ENSDARG00000033462	pimr118	ENSDART00000158606	XM_021481294	ENSDARP00000138379
ENSDARG00000068192	taf4a	ENSDART00000110140	XM_005172888	ENSDARP00000103064
ENSDARG00000068192	taf4a	ENSDART00000110140	XM_001920909	ENSDARP00000103064
ENSDARG00000102533	si:ch73-281i18.4	ENSDART00000169205	XM_005173749	ENSDARP00000138352
ENSDARG00000102533	si:ch73-281i18.4	ENSDART00000169205	XM_009293982	ENSDARP00000138352
ENSDARG00000040741		ENSDART00000154188	XM_009298790	ENSDARP00000128375
ENSDARG00000040741		ENSDART00000154188	XM_678582	ENSDARP00000128375
ENSDARG00000062485	dock11	ENSDART00000137575	XM_021477618	ENSDARP00000119904
ENSDARG00000062485	dock11	ENSDART00000137575	XM_009303084	ENSDARP00000119904
ENSDARG00000059097	nktr	ENSDART00000127923	XM_005162725	ENSDARP00000107238
ENSDARG00000059097	nktr	ENSDART00000127923	XM_001338036	ENSDARP00000107238
ENSDARG00000059097	nktr	ENSDART00000127923	XM_009297408	ENSDARP00000107238
ENSDARG00000063711	trim3a	ENSDART00000153657	XM_021466465	ENSDARP00000127688
ENSDARG00000063711	trim3a	ENSDART00000153657	XM_681203	ENSDARP00000127688
ENSDARG00000037068	ikzf4	ENSDART00000145028	XM_005162267	ENSDARP00000116091
ENSDARG00000037068	ikzf4	ENSDART00000145028	XM_005162266	ENSDARP00000116091
ENSDARG00000037068	ikzf4	ENSDART00000145028	XM_009296869	ENSDARP00000116091
ENSDARG00000037068	ikzf4	ENSDART00000145028	XM_009296868	ENSDARP00000116091
ENSDARG00000077361	bptf	ENSDART00000154200	XM_009299420	ENSDARP00000128418
ENSDARG00000009342	txndc5	ENSDART00000145815	XM_005162503	ENSDARP00000116609
ENSDARG00000079891	DNAJC6	ENSDART00000153734	XM_021477162	ENSDARP00000129415
ENSDARG00000079891	DNAJC6	ENSDART00000153734	XM_021477160	ENSDARP00000129415
ENSDARG00000079891	DNAJC6	ENSDART00000153734	XM_021477163	ENSDARP00000129415
ENSDARG00000079891	DNAJC6	ENSDART00000153734	XM_009302472	ENSDARP00000129415
ENSDARG00000079891	DNAJC6	ENSDART00000153734	XM_021477159	ENSDARP00000129415
ENSDARG00000079891	DNAJC6	ENSDART00000153734	XM_021477161	ENSDARP00000129415
ENSDARG00000079891	DNAJC6	ENSDART00000153734	XM_021471780	ENSDARP00000129415
ENSDARG00000060875	pde1a	ENSDART00000191842	XM_687800	ENSDARP00000155389
ENSDARG00000077119	naxd	ENSDART00000130208	XM_005167456	ENSDARP00000107908
ENSDARG00000077119	naxd	ENSDART00000130208	XM_005167457	ENSDARP00000107908
ENSDARG00000002355	shpk	ENSDART00000156372	XM_001341591	ENSDARP00000129532
ENSDARG00000077119	naxd	ENSDART00000179969	XM_005167460	ENSDARP00000148059
ENSDARG00000077119	naxd	ENSDART00000179969	XM_005167462	ENSDARP00000148059
ENSDARG00000060875	pde1a	ENSDART00000086202	XM_005167925	ENSDARP00000080637
ENSDARG00000077361	bptf	ENSDART00000109601	XM_017354769	ENSDARP00000102656
ENSDARG00000077361	bptf	ENSDART00000109601	XM_009299418	ENSDARP00000102656
ENSDARG00000077361	bptf	ENSDART00000109601	XM_009299419	ENSDARP00000102656
ENSDARG00000077361	bptf	ENSDART00000109601	XM_009299421	ENSDARP00000102656
ENSDARG00000077361	bptf	ENSDART00000109601	XM_009299417	ENSDARP00000102656
ENSDARG00000077361	bptf	ENSDART00000109601	XM_005171627	ENSDARP00000102656
ENSDARG00000032838	si:dkey-206f10.1	ENSDART00000142543	XM_009294955	ENSDARP00000114102
ENSDARG00000105562	batf2	ENSDART00000173998	XM_001342036	ENSDARP00000142863
ENSDARG00000077119	naxd	ENSDART00000111214	XM_005167459	ENSDARP00000102965
ENSDARG00000077361	bptf	ENSDART00000182184	XM_017354770	ENSDARP00000147173
ENSDARG00000089954		ENSDART00000154540	XM_021467282	ENSDARP00000127821
ENSDARG00000089954		ENSDART00000154540	XM_021467283	ENSDARP00000127821
ENSDARG00000062485	dock11	ENSDART00000169668	XM_021477617	ENSDARP00000135438
ENSDARG00000093739	cfap97d2	ENSDART00000139540	XM_005167782	ENSDARP00000116725
ENSDARG00000093739	cfap97d2	ENSDART00000139540	XM_005167781	ENSDARP00000116725
ENSDARG00000037350	rpl9	ENSDART00000054338	XM_005170907	ENSDARP00000054337
ENSDARG00000006791	bmal1a	ENSDART00000023959	XM_005163022	ENSDARP00000004223
ENSDARG00000013775	si:dkey-246g23.4	ENSDART00000009363	XM_009293498	ENSDARP00000015228
ENSDARG00000013775	si:dkey-246g23.4	ENSDART00000009363	XM_009293496	ENSDARP00000015228
ENSDARG00000013775	si:dkey-246g23.4	ENSDART00000009363	XM_005169939	ENSDARP00000015228
ENSDARG00000013775	si:dkey-246g23.4	ENSDART00000009363	XM_021467664	ENSDARP00000015228
ENSDARG00000104260	MYORG	ENSDART00000157837	XM_021476629	ENSDARP00000135875
ENSDARG00000003751	lats1	ENSDART00000109321	XM_009294504	ENSDARP00000103309
ENSDARG00000003751	lats1	ENSDART00000109321	XM_021468417	ENSDARP00000103309
ENSDARG00000079881	tcaim	ENSDART00000108653	XM_682578	ENSDARP00000102984
ENSDARG00000100127		ENSDART00000164257	XM_021469411	ENSDARP00000140586
ENSDARG00000079484	KCNT1	ENSDART00000150936	XM_009295130	ENSDARP00000126197
ENSDARG00000079484	KCNT1	ENSDART00000150936	XM_009295128	ENSDARP00000126197
ENSDARG00000079484	KCNT1	ENSDART00000150936	XM_009295129	ENSDARP00000126197
ENSDARG00000032714	gria1b	ENSDART00000123713	XM_005161339	ENSDARP00000111368
ENSDARG00000032614	msi2b	ENSDART00000100194	XM_005157682	ENSDARP00000090967
ENSDARG00000032614	msi2b	ENSDART00000100194	XM_005157685	ENSDARP00000090967
ENSDARG00000032614	msi2b	ENSDART00000100194	XM_005157680	ENSDARP00000090967
ENSDARG00000032614	msi2b	ENSDART00000100194	XM_005157687	ENSDARP00000090967
ENSDARG00000032614	msi2b	ENSDART00000100194	XM_005157681	ENSDARP00000090967
ENSDARG00000032614	msi2b	ENSDART00000100194	XM_009291629	ENSDARP00000090967
ENSDARG00000032614	msi2b	ENSDART00000100194	XM_021481363	ENSDARP00000090967
ENSDARG00000032614	msi2b	ENSDART00000100194	XM_009291633	ENSDARP00000090967
ENSDARG00000027222	adgrg1	ENSDART00000148822	XM_005166389	ENSDARP00000124010
ENSDARG00000071774	eef1e1	ENSDART00000106388	XM_687714	ENSDARP00000097166
ENSDARG00000032714	gria1b	ENSDART00000044735	XM_009295471	ENSDARP00000044734
ENSDARG00000003751	lats1	ENSDART00000027119	XM_005160312	ENSDARP00000027561
ENSDARG00000010831	churc1	ENSDART00000005590	XM_021468411	ENSDARP00000022916
ENSDARG00000090159		ENSDART00000133111	XM_001342652	
ENSDARG00000100588	rpl36	ENSDART00000161212	XM_005170351	ENSDARP00000141617
ENSDARG00000032765	net1	ENSDART00000002682	XM_021475011	ENSDARP00000011006
ENSDARG00000032765	net1	ENSDART00000002682	XM_021475012	ENSDARP00000011006
ENSDARG00000042018	fhl2a	ENSDART00000061577	XM_005167436	ENSDARP00000061576
ENSDARG00000015476	iqch	ENSDART00000079691	XM_005159132	ENSDARP00000074143
ENSDARG00000015476	iqch	ENSDART00000079691	XM_005159133	ENSDARP00000074143
ENSDARG00000070930	CARTPT	ENSDART00000131451	XM_686251	ENSDARP00000119187
ENSDARG00000056347	rab3aa	ENSDART00000078838	XM_009298545	ENSDARP00000073298
ENSDARG00000030472	slc16a5a	ENSDART00000153168	XM_021480337	ENSDARP00000127291
ENSDARG00000071678	atcaya	ENSDART00000138967	XM_009295950	ENSDARP00000118536
ENSDARG00000071678	atcaya	ENSDART00000083474	XM_021469522	ENSDARP00000077909
ENSDARG00000068857	gbp4	ENSDART00000099727	XM_009301106	ENSDARP00000090500
ENSDARG00000058696	tbl1xr1a	ENSDART00000141612	XM_005172823	ENSDARP00000115687
ENSDARG00000091126	rnf207a	ENSDART00000024318	XM_001923993	ENSDARP00000017828
ENSDARG00000101891	ARID1A	ENSDART00000164386	XM_021468300	ENSDARP00000137640
ENSDARG00000090481	trarg1a	ENSDART00000127047	XM_021466430	ENSDARP00000110979
ENSDARG00000091126	rnf207a	ENSDART00000165024	XM_005169346	ENSDARP00000134702
ENSDARG00000101799	zyg11l	ENSDART00000162505	XM_009296721	ENSDARP00000134209
ENSDARG00000101799	zyg11l	ENSDART00000162505	XM_690724	ENSDARP00000134209
ENSDARG00000101799	zyg11l	ENSDART00000162505	XM_009296723	ENSDARP00000134209
ENSDARG00000111440		ENSDART00000162316	XM_009291044	ENSDARP00000140483
ENSDARG00000021120	ndc1	ENSDART00000025120	XM_009298544	ENSDARP00000016349
ENSDARG00000094133	wu:fc21g02	ENSDART00000142820	XM_005160267	ENSDARP00000123613
ENSDARG00000094133	wu:fc21g02	ENSDART00000142820	XM_005160269	ENSDARP00000123613
ENSDARG00000094133	wu:fc21g02	ENSDART00000142820	XM_005160268	ENSDARP00000123613
ENSDARG00000058003	wfdc1	ENSDART00000080788	XM_021467666	ENSDARP00000075234
ENSDARG00000079238	trim59	ENSDART00000056772	XM_009291407	ENSDARP00000056771
ENSDARG00000029263	hoxb3a	ENSDART00000153512	XM_005171562	ENSDARP00000128207
ENSDARG00000015065	c4	ENSDART00000028349	XM_021466464	ENSDARP00000031658
ENSDARG00000015065	c4	ENSDART00000028349	XM_005157372	ENSDARP00000031658
ENSDARG00000029263	hoxb3a	ENSDART00000182247	XM_017353143	ENSDARP00000156821
ENSDARG00000029263	hoxb3a	ENSDART00000182247	XM_017353140	ENSDARP00000156821
ENSDARG00000029263	hoxb3a	ENSDART00000174580	XM_005171554	ENSDARP00000144466
ENSDARG00000029263	hoxb3a	ENSDART00000174580	XM_017353138	ENSDARP00000144466
ENSDARG00000029263	hoxb3a	ENSDART00000174580	XM_017353141	ENSDARP00000144466
ENSDARG00000029263	hoxb3a	ENSDART00000174580	XM_021469306	ENSDARP00000144466
ENSDARG00000029263	hoxb3a	ENSDART00000174580	XM_021469305	ENSDARP00000144466
ENSDARG00000029263	hoxb3a	ENSDART00000174580	XM_021469307	ENSDARP00000144466
ENSDARG00000060398	rft1	ENSDART00000085061	XM_683262	ENSDARP00000079496
ENSDARG00000012126	zgc:109965	ENSDART00000044504	XM_009295215	ENSDARP00000044503
ENSDARG00000015337	comta	ENSDART00000186684	XM_005166711	ENSDARP00000156115
ENSDARG00000054931	ppp2r5b	ENSDART00000077215	XM_021477803	ENSDARP00000071683
ENSDARG00000027234	ift88	ENSDART00000038923	XM_005167531	ENSDARP00000034047
ENSDARG00000056745	necab2	ENSDART00000140161	XM_009293572	ENSDARP00000117814
ENSDARG00000027234	ift88	ENSDART00000110943	XM_021478606	ENSDARP00000101727
ENSDARG00000027234	ift88	ENSDART00000110943	XM_005167528	ENSDARP00000101727
ENSDARG00000027234	ift88	ENSDART00000110943	XM_021478604	ENSDARP00000101727
ENSDARG00000027234	ift88	ENSDART00000110943	XM_005167530	ENSDARP00000101727
ENSDARG00000027234	ift88	ENSDART00000110943	XM_021478607	ENSDARP00000101727
ENSDARG00000027234	ift88	ENSDART00000110943	XM_021478605	ENSDARP00000101727
ENSDARG00000040278	klhl38b	ENSDART00000155220	XM_686705	ENSDARP00000129210
ENSDARG00000045789	srgap1b	ENSDART00000048707	XM_005164583	ENSDARP00000048706
ENSDARG00000006900	impdh2	ENSDART00000009178	XM_021478183	ENSDARP00000024354
ENSDARG00000006900	impdh2	ENSDART00000009178	XM_005166988	ENSDARP00000024354
ENSDARG00000006900	impdh2	ENSDART00000009178	XM_021478184	ENSDARP00000024354
ENSDARG00000099189		ENSDART00000162825	XM_003200133	
ENSDARG00000056292	vsx1	ENSDART00000104327	XM_005158663	ENSDARP00000095102
ENSDARG00000095002	tnnc2.1	ENSDART00000134727	XM_001339095	ENSDARP00000116801
ENSDARG00000027234	ift88	ENSDART00000188129	XM_021478608	ENSDARP00000150029
ENSDARG00000094345	si:dkey-261l7.2	ENSDART00000139746	XM_693158	ENSDARP00000114878
ENSDARG00000074502	zmiz1a	ENSDART00000110884	XM_009307322	ENSDARP00000097539
ENSDARG00000074502	zmiz1a	ENSDART00000110884	XM_005156855	ENSDARP00000097539
ENSDARG00000074502	zmiz1a	ENSDART00000110884	XM_005156853	ENSDARP00000097539
ENSDARG00000074502	zmiz1a	ENSDART00000110884	XM_005156854	ENSDARP00000097539
ENSDARG00000074502	zmiz1a	ENSDART00000110884	XM_009307325	ENSDARP00000097539
ENSDARG00000074502	zmiz1a	ENSDART00000110884	XM_009307324	ENSDARP00000097539
ENSDARG00000037739	zgc:112980	ENSDART00000054981	XM_021474480	ENSDARP00000054980
ENSDARG00000059768	gpatch8	ENSDART00000185858	XM_021471015	ENSDARP00000155610
ENSDARG00000059768	gpatch8	ENSDART00000185858	XM_021471002	ENSDARP00000155610
ENSDARG00000059768	gpatch8	ENSDART00000185858	XM_009299652	ENSDARP00000155610
ENSDARG00000059768	gpatch8	ENSDART00000185858	XM_021471001	ENSDARP00000155610
ENSDARG00000059768	gpatch8	ENSDART00000185858	XM_021471018	ENSDARP00000155610
ENSDARG00000059768	gpatch8	ENSDART00000185858	XM_021470997	ENSDARP00000155610
ENSDARG00000059768	gpatch8	ENSDART00000185858	XM_021471027	ENSDARP00000155610
ENSDARG00000059768	gpatch8	ENSDART00000185858	XM_009299660	ENSDARP00000155610
ENSDARG00000059768	gpatch8	ENSDART00000185858	XM_021471010	ENSDARP00000155610
ENSDARG00000059768	gpatch8	ENSDART00000185858	XM_009299659	ENSDARP00000155610
ENSDARG00000059768	gpatch8	ENSDART00000185858	XM_021470992	ENSDARP00000155610
ENSDARG00000059768	gpatch8	ENSDART00000185858	XM_005164156	ENSDARP00000155610
ENSDARG00000104314	nrg1	ENSDART00000163702	XM_009300806	ENSDARP00000131493
ENSDARG00000104314	nrg1	ENSDART00000163702	XM_009300426	ENSDARP00000131493
ENSDARG00000026548	cyp2u1	ENSDART00000048281	XM_021474923	ENSDARP00000048280
ENSDARG00000099833	fbxo7	ENSDART00000169748	XM_021475037	ENSDARP00000131768
ENSDARG00000058695	DDR2	ENSDART00000147146	XM_021466768	ENSDARP00000123523
ENSDARG00000058695	DDR2	ENSDART00000147146	XM_017351330	ENSDARP00000123523
ENSDARG00000016584	rgs7a	ENSDART00000104895	XM_017351624	ENSDARP00000095665
ENSDARG00000098345	mamdc2a	ENSDART00000165616	XM_005165471	ENSDARP00000138700
ENSDARG00000091947	znf106b	ENSDART00000141265	XM_021468627	ENSDARP00000119714
ENSDARG00000091947	znf106b	ENSDART00000141265	XM_003200710	ENSDARP00000119714
ENSDARG00000102215	si:ch211-227e10.6	ENSDART00000183010	XM_021475597	ENSDARP00000147294
ENSDARG00000055373	sema3fb	ENSDART00000031441	XM_021479878	ENSDARP00000028248
ENSDARG00000016584	rgs7a	ENSDART00000182619	XM_009292967	ENSDARP00000148450
ENSDARG00000016584	rgs7a	ENSDART00000182619	XM_021467140	ENSDARP00000148450
